"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","hours_worked"
" 680 4B217871","2012","08","Washington          ","98133","599","05119",3
" 680 9B239305","2012","08","Alabama             ","36467","712","05219",16
" 680 8284N812","2012","08","Missouri            ","65616","091","05219",397
" 680 1D49261A","2013","04","Texas               ","77069","100","05232",10
" 680 9535C243","2012","08","Massachusetts       ","02721","712","05219",164
" 680 8827A078","2013","09","Texas               ","75701","599","05121",305
" 680 0024R015","2013","06","Connecticut         ","06840","665","05224",12621
" 680 8510N358","2012","08","California          ","93901","712","05219",55
" 680 435L3065","2012","01","Virginia            ","22031","651","05119",14
" 680 8827A078","2013","09","Texas               ","76104","599","05132",190
" 680 8614P813","2012","07","Pennsylvania        ","19147","620","05121",17
" 680 5D153602","2013","08","Connecticut         ","06610","620","05121",93
" 680 2C945272","2013","08","New York            ","10021","665","05122",2410
" 680 543M1618","2012","01","California          ","92123","612","05121",5227
" 680 840C9462","2013","11","Nevada              ","89102","612","05121",1182
" PACP9408P462","2012","04","Texas               ","78620","712","05122",62
" 680 4103N461","2012","04","Maine               ","04093","712","05122",876
" 680 8611P233","2012","03","Michigan            ","48075","599","05119",481
" PACP7C981155","2013","02","Texas               ","75006","970","05125",242
" 680 3435M58A","2013","07","Colorado            ","80301","612","05121",13
" 680 187M9993","2012","08","Indiana             ","47229","093","05119",50
" 680 1A133822","2012","05","New York            ","10018","651","05219",1225
" 680 9276C100","2012","01","California          ","94704","651","05219",9
" 680 4D932648","2013","08","Tennessee           ","37211","612","05121",73
" 680 1978M891","2012","03","Pennsylvania        ","19341","712","05219",1562
" 680 7C413361","2013","01","Illinois            ","60614","620","05121",3
" 680 3991M104","2012","06","New York            ","11520","496","05121",5
" 680 3B410427","2012","08","California          ","93103","620","05121",133
" 680 5419A97A","2012","05","New York            ","11801","524","05119",247
" 680 9299R979","2013","11","Massachusetts       ","02210","612","05121",5
" 680 9332N824","2012","08","California          ","90744","599","05101",155
" 680 384P5313","2013","04","Wyoming             ","82601","169","05121",8
" 680 9C226784","2013","03","New Hampshire       ","03818","665","05224",103
" 680 3343R634","2013","06","Illinois            ","60062","718","05119",8
" 680 9112L523","2012","08","Vermont             ","05401","651","05219",11
" 680 9387M772","2012","02","California          ","92627","712","05219",26
" 680 6A633400","2012","08","Alabama             ","36116","599","05219",453
" 680 9A317654","2013","02","Tennessee           ","37201","661","05122",5033
" 680 6924B917","2013","04","South Carolina      ","29732","620","05223",37
" 680 9125N509","2012","08","Massachusetts       ","02127","090","05202",1280
" 680 3A845974","2012","07","Colorado            ","80526","091","05219",1
" 680 8442P304","2012","06","South Carolina      ","29696","543","05102",60
" 680 1A854490","2013","07","Illinois            ","60804","010","05224",902
" 680 2555L522","2013","05","Colorado            ","80634","620","05121",399
" 680 4561B123","2013","09","North Carolina      ","28212","595","05122",228
" 680 3C642941","2013","09","New Jersey          ","07202","091","05122",315
" 680 9A71620A","2012","08","Alabama             ","35756","093","05119",13
" 680 8978N625","2013","09","New York            ","12542","134","05223",22
" 680 7D371176","2013","10","Massachusetts       ","02760","984","05223",133
" PACP5338B341","2012","08","Texas               ","79415","060","05121",97
" PACP1207X174","2012","03","Texas               ","78624","712","05233",69
" 680 0754B532","2013","11","Rhode Island        ","02911","147","05121",16
" 680 7492L058","2012","01","Ohio                ","45040","620","05121",706
" 680 2C616950","2013","09","Ohio                ","45426","010","05223",514
" 680 6421P48A","2012","01","New Jersey          ","07432","712","05122",34
" 680 3B02840A","2012","01","Maryland            ","20774","090","05219",126
" 680 8D614858","2013","12","Illinois            ","60008","169","05145",32
" 680 6D987329","2013","11","Arkansas            ","72211","169","05122",9
" 680 330M6013","2012","08","California          ","93292","651","05101",89
" 680 4D394215","2013","07","South Dakota        ","57701","416","05122",8
" 680 6564H432","2012","08","Florida             ","32210","599","05219",351
" 680 9118N567","2012","08","Massachusetts       ","02124","090","05219",4
" 680 5371N938","2013","05","Illinois            ","60626","620","05121",36
" 680 9D340539","2012","08","California          ","94015","712","05219",60
" 680 9139P534","2013","04","Michigan            ","48174","010","05223",64
" 680 7B423555","2012","04","New Jersey          ","07203","712","05119",21
" 680 2504L896","2012","08","Illinois            ","60195","691","05219",20
" 680 3162P864","2012","01","New York            ","10590","542","05119",25
" 680 5194M528","2012","08","Florida             ","32207","940","05122",39900
" 680 4A874709","2013","08","Texas               ","77385","719","05224",51
" 680 8135N173","2012","08","Massachusetts       ","02186","090","05219",29
" 680 3183M740","2013","06","Utah                ","84101","010","05122",7
" 680 2B311949","2012","01","New Jersey          ","08889","994","05119",72
" 680 6708P268","2012","02","New York            ","10708","651","05102",50
" 680 5C201203","2012","08","California          ","90650","712","05219",224
" 680 9C901794","2013","11","Texas               ","77379","100","05232",78
" 680 0088R674","2013","04","Michigan            ","49829","922","05223",676
" 680 5787P72A","2012","08","Florida             ","33901","712","05219",24
" 680 2B709440","2012","01","Nevada              ","89103","091","05102",76
" 680 6C369199","2013","12","Minnesota           ","56501","640","05224",3
" 680 1B778171","2012","08","Georgia             ","30326","149","05102",2
" 680 2D690856","2013","07","Illinois            ","62208","620","05121",344
" 680 7A701078","2013","10","Pennsylvania        ","15668","913","05223",501
" 680 674M1827","2013","12","Missouri            ","63114","676","05121",66
" 680 4C308788","2013","10","Texas               ","79109","913","05223",19
" 680 4A545035","2013","09","New York            ","10018","503","05223",3058
" 680 4D269281","2012","08","California          ","92227","712","05219",72
" 680 3A946890","2012","08","New Jersey          ","07306","416","05219",1461
" 680 7297L093","2013","11","Massachusetts       ","01604","974","05223",60
" 680 0D702483","2013","04","Nevada              ","89115","496","05223",108
" 680 1033X538","2013","12","Texas               ","77386","100","05232",22
" 680 4C856222","2012","08","California          ","92805","599","05121",48
" 680 4B44654A","2013","04","Nevada              ","89115","010","05224",1640
" 680 7145C558","2012","08","California          ","92121","110","05122",82
" 680 9A479575","2012","08","California          ","95945","712","05122",217
" 680 9D677695","2013","12","Minnesota           ","55419","612","05223",253
" 680 389D3910","2013","12","Utah                ","84107","620","05121",189
" 680 8B053088","2012","05","New Jersey          ","07081","630","05121",3
" 680 499M0222","2013","11","Illinois            ","60640","620","05223",588
" PACP6913P565","2012","03","Texas               ","79904","712","05233",53
" 680 6C090176","2012","08","Maryland            ","21218","926","05119",54
" 680 9B490016","2013","07","Illinois            ","61761","169","05122",15
" 680 5C959731","2013","01","Maryland            ","21244","620","05119",117
" 680 1D963459","2013","06","West Virginia       ","25071","913","05119",100
" 680 641M7032","2012","08","Washington          ","98632","968","05122",80
" 680 2919M249","2012","05","Georgia             ","30044","092","05219",18
" 680 8866P936","2012","08","New Jersey          ","08830","712","05219",139
" 680 5042M256","2012","08","New York            ","10011","471","05122",233
" 680 7B834203","2012","04","New York            ","14043","712","05219",13
" 680 6453P427","2012","03","Michigan            ","48126","712","05121",38
" 680 4D199514","2013","09","Colorado            ","81611","169","05145",40
" 680 8290M325","2013","12","North Carolina      ","27288","169","05224",9
" 680 8347P417","2012","04","Tennessee           ","38138","749","05122",219
" 680 6611P993","2012","03","California          ","95670","651","05219",844
" 680 8553C183","2013","11","Minnesota           ","55107","612","05121",405
" 680 2B78641A","2012","01","Idaho               ","83814","542","05119",86
" 680 4938R615","2013","07","Illinois            ","60618","620","05121",44
" 680 2731M984","2012","08","Arkansas            ","72712","651","05219",172
" 680 8886A423","2013","09","Nebraska            ","68131","612","05121",65
" 680 9295R643","2012","08","Illinois            ","60124","998","05122",8
" 680 7C453635","2013","01","Illinois            ","60428","440","05223",51
" 680 3C04485A","2013","10","Colorado            ","80015","620","05121",20616
" 680 8840M131","2013","12","Connecticut         ","06604","100","05121",11
" 680 5D086216","2013","08","North Carolina      ","28262","135","05223",3183
" 680 5536X274","2013","03","Illinois            ","60202","620","05223",5
" 680 5C494867","2013","12","Illinois            ","60467","416","05121",199
" 680 8058N894","2013","07","Texas               ","75078","970","05223",300
" 680 8589N761","2012","08","Colorado            ","80027","612","05121",60
" 680 4805N70A","2013","05","Illinois            ","61611","719","05121",51
" 680 7964L515","2012","01","New Jersey          ","07004","712","05219",12547
" 680 7B824664","2012","05","Washington          ","99336","712","05219",4
" PACP6B479092","2012","06","Texas               ","75062","572","05121",22
" 680 7C654586","2013","04","Illinois            ","60647","620","05121",17
" 680 6933C203","2013","08","Pennsylvania        ","18015","620","05223",4
" 680 0B045371","2013","11","Texas               ","78704","579","05122",155
" 680 4265A086","2013","12","Utah                ","84117","620","05121",34
" 680 361Y3492","2013","07","New York            ","11516","169","05145",150
" 680 1A203890","2013","05","Kentucky            ","40741","042","05224",8
" 680 4A459378","2013","09","Kansas              ","67213","416","05121",24
" 680 1D740067","2013","04","Texas               ","77037","571","05122",226
" 680 9464L528","2012","08","New York            ","10573","090","05219",2
" 680 1734P771","2013","10","Connecticut         ","06457","638","05121",63
" 680 9B164432","2013","06","Connecticut         ","06032","612","05223",74
" 680 5171M459","2012","08","New Jersey          ","07033","712","05119",25
" 680 9A972034","2013","06","Missouri            ","65804","612","05121",38
" 680 3183C142","2012","03","New Jersey          ","08724","712","05121",82
" 680 4475C775","2013","04","Connecticut         ","06514","169","05224",1113
" 680 3814P084","2012","08","California          ","92646","620","05223",932
" PACP7C371027","2013","02","Texas               ","79924","169","05122",8
" 680 4604M801","2012","07","New York            ","13904","546","05102",25
" 680 5426N12A","2013","06","Massachusetts       ","02050","911","05223",13
" 680 6939B408","2013","03","Connecticut         ","06820","984","05223",901
" 680 4455N000","2012","08","Georgia             ","30224","651","05219",18683
" 680 934D9952","2012","03","New Jersey          ","08723","651","05219",16
" 680 6257L454","2012","08","Ohio                ","43017","651","05119",25
" 680 587Y1292","2013","12","Nevada              ","89801","612","05121",147
" 680 7D969647","2013","11","Illinois            ","60195","612","05223",97
" 680 3898X204","2012","02","Arkansas            ","71901","091","05106",21
" 680 7537W351","2013","11","Illinois            ","60525","100","05223",36
" 680 5094D867","2013","11","Montana             ","59102","640","05122",125
" 680 9829B38A","2012","08","New York            ","11375","091","05102",14
" 680 7420N969","2013","07","Michigan            ","48314","970","05223",1683
" 680 8B009329","2012","08","New Jersey          ","08816","712","05219",100
" 680 6510C372","2013","06","Colorado            ","80030","169","05121",24
" 680 0D125442","2012","08","Florida             ","32708","994","05119",207
" 680 4A400608","2013","08","Colorado            ","80504","612","05223",133
" 680 0654W208","2012","08","Virginia            ","20190","651","05219",100
" 680 2237P28A","2012","08","New Jersey          ","07435","994","05119",19
" 680 2A586753","2012","08","California          ","92543","651","05106",107
" 680 7D412009","2013","11","New York            ","10710","712","05224",108
" 680 8468H335","2012","08","Georgia             ","30309","651","05105",650
" 680 5907M477","2013","08","New Jersey          ","07111","612","05121",1043
" 680 6786M009","2012","08","New Jersey          ","07104","712","05121",32
" 680 0C133016","2012","06","California          ","95460","712","05121",7
" 680 3A04203A","2013","07","Michigan            ","48323","612","05223",2
" 680 4293N682","2012","05","New York            ","10002","661","05119",10
